y_true,y_score
0,0.00017685478757884751
0,0.041783767986991835
0,0.005818156860430773
0,0.5309395171258174
0,0.00021348765139226898
0,0.005724923046481844
0,0.07709779973618863
0,0.005715283022420687
0,0.13419774155741768
0,0.018985413507475842
0,0.0006634831273693608
1,0.9907619534126726
0,0.040278984945071976
0,0.05818953218176033
0,0.0018632035827670012
0,0.06970107173666529
0,0.000797224340526916
0,0.0031894594584010783
0,0.002045883117187542
0,0.19291200046103193
0,0.06588742787781111
0,0.00037469819156545634
0,0.14006660938931084
1,0.1677618318857029
0,0.0001091303436845876
0,0.003034958375395882
0,0.00019023828124615588
0,0.00433663601416781
0,0.11885738801059799
0,0.0038766207769534724
0,0.0009921587996232022
0,0.016696056198998114
0,0.0005883859323407007
0,0.044086430899834994
0,0.019980495437735692
0,0.00011196318722760072
0,0.01238076616650937
0,0.10269019478026371
0,0.022184653598937197
0,0.03268535007535419
0,0.00031328649386478367
0,0.07562305351589692
0,9.596487686566713e-05
1,0.8188450963464714
0,0.055677430427126154
0,0.0004407716024277985
0,0.0032180369612373923
0,0.002770649629449134
0,0.16805470999704833
0,0.06183484963561372
0,0.0036882826242285783
1,0.35910181299636096
0,2.4042914536297974e-05
0,0.0008954311566016879
0,0.0002644977805715677
0,0.02008723465323204
0,0.005804777547469103
0,0.12935496691371562
0,0.13737739346130176
0,0.00089613036029489
0,0.010000228304948846
1,0.6166571248233133
1,0.9181071986771758
0,0.014655666423027779
0,0.032943432632554594
0,0.057197863741656786
0,0.02143055529484032
0,0.023682267321702734
0,0.08648356217752808
0,0.03162303195737114
0,0.0341904016064294
0,0.08223204119082082
0,0.057144402180025124
0,0.10350639473184507
0,1.5534205509774296e-05
0,0.0005773345889074654
0,0.016620177673030725
0,0.022346400358374867
0,9.803353620819428e-05
0,0.003598910996815236
0,0.004025819344247552
0,0.013700288528060222
0,0.02063153110835305
0,0.00048145705195775686
0,0.003754084734398491
0,0.006557540794905188
0,0.035823588779758025
0,0.0004508241681644421
